amount,from_user_id,to_user_id,from_name,to_name,created_at
590.78,6,16,Grace,Quinn,2020-01-16 14:25:33
80.14,20,11,Alice,Lily,2020-02-20 10:03:17
674.59,19,16,Tina,Quinn,2020-01-19 15:48:24
329.26,18,6,Steve,Grace,2020-05-23 12:22:09
148.89,3,7,David,Hannah,2020-10-05 13:53:33
226.25,14,7,Oscar,Hannah,2020-12-01 17:39:24
492.88,19,12,Tina,Mia,2020-01-04 17:46:00
804.14,11,5,Lily,Frank,2020-11-24 11:30:55
618.50,8,18,Ivan,Steve,2020-06-09 14:15:50
246.50,8,11,Ivan,Lily,2020-11-11 15:44:44
112.85,5,12,Frank,Mia,2020-05-14 11:21:19
301.16,16,5,Quinn,Frank,2020-04-15 21:49:07
510.39,18,17,Steve,Rachel,2020-11-28 05:01:08
679.40,5,7,Frank,Hannah,2020-07-16 04:56:26
80.80,18,6,Steve,Grace,2020-01-04 02:35:02
657.18,1,19,Bob,Tina,2020-01-31 15:19:18
330.56,13,6,Nora,Grace,2020-09-11 21:23:40
353.76,18,11,Steve,Lily,2020-04-29 07:35:01
478.77,18,11,Steve,Lily,2020-07-15 10:26:07
633.24,15,12,Paul,Mia,2020-06-13 07:39:45
796.53,6,14,Grace,Oscar,2020-10-04 11:52:19
83.58,11,6,Lily,Grace,2020-12-09 06:37:43
438.27,20,7,Alice,Hannah,2020-12-25 06:47:20
305.88,19,13,Tina,Nora,2020-05-25 07:48:33
916.65,16,9,Quinn,Julia,2020-03-26 08:22:11
619.32,2,20,Charlie,Alice,2020-12-03 21:08:50
810.17,19,5,Tina,Frank,2020-01-30 14:44:54
264.78,4,18,Eva,Steve,2020-04-23 18:22:47
776.20,11,4,Lily,Eva,2020-08-07 09:04:19
487.48,2,15,Charlie,Paul,2020-04-20 22:45:00
56.05,20,6,Alice,Grace,2020-05-07 21:23:47
175.09,20,18,Alice,Steve,2020-04-26 13:48:31
630.34,10,7,Kyle,Hannah,2020-07-08 07:57:59
101.51,7,14,Hannah,Oscar,2020-08-07 23:11:31
864.15,1,19,Bob,Tina,2020-08-03 06:36:18
990.93,19,8,Tina,Ivan,2020-11-20 19:22:27
520.54,9,20,Julia,Alice,2020-02-03 08:53:57
842.98,13,12,Nora,Mia,2020-09-11 02:54:08
468.38,13,9,Nora,Julia,2020-02-03 16:35:37
929.94,13,1,Nora,Bob,2020-08-29 09:49:47
229.14,1,20,Bob,Alice,2020-12-15 08:15:02
118.29,14,15,Oscar,Paul,2020-03-06 07:50:41
823.85,6,17,Grace,Rachel,2020-10-26 04:43:23
45.12,5,7,Frank,Hannah,2020-01-03 06:12:50
267.36,18,2,Steve,Charlie,2020-08-14 13:38:20
280.92,6,8,Grace,Ivan,2020-08-23 02:33:11
724.97,5,3,Frank,David,2020-04-15 05:11:45
439.11,12,3,Mia,David,2020-12-06 05:56:04
43.08,11,2,Lily,Charlie,2020-11-11 06:54:05
412.93,15,10,Paul,Kyle,2020-09-07 15:36:30
836.05,16,14,Quinn,Oscar,2020-06-01 10:43:05
998.43,16,4,Quinn,Eva,2020-07-25 16:40:11
531.42,3,17,David,Rachel,2020-06-20 05:09:01
950.37,13,19,Nora,Tina,2020-12-19 01:14:51
922.17,1,17,Bob,Rachel,2020-06-30 04:06:03
161.27,7,10,Hannah,Kyle,2020-09-16 23:10:12
144.34,9,8,Julia,Ivan,2020-02-20 06:52:23
912.54,4,17,Eva,Rachel,2020-10-11 03:38:10
268.89,15,10,Paul,Kyle,2020-06-25 07:34:39
151.28,6,5,Grace,Frank,2020-09-15 04:17:26
606.59,8,13,Ivan,Nora,2020-05-18 01:04:58
148.14,8,8,Ivan,Ivan,2020-02-18 05:10:14
223.76,4,19,Eva,Tina,2020-03-20 13:32:32
471.74,10,15,Kyle,Paul,2020-12-24 03:07:28
961.49,13,16,Nora,Quinn,2020-05-17 21:34:16
556.52,1,5,Bob,Frank,2020-09-30 16:33:30
437.30,13,15,Nora,Paul,2020-12-28 11:49:06
634.93,3,3,David,David,2020-06-21 09:52:11
466.95,11,6,Lily,Grace,2020-03-12 01:58:45
640.95,6,19,Grace,Tina,2020-02-16 22:31:28
499.58,12,12,Mia,Mia,2020-08-12 04:59:32
236.46,20,14,Alice,Oscar,2020-12-12 09:19:16
917.64,13,13,Nora,Nora,2020-03-06 02:52:36
732.32,5,4,Frank,Eva,2020-01-05 23:20:26
215.27,19,13,Tina,Nora,2020-09-17 02:14:55
973.96,11,15,Lily,Paul,2020-02-16 12:24:09
173.92,7,7,Hannah,Hannah,2020-04-08 10:53:41
536.16,8,15,Ivan,Paul,2020-08-27 20:54:37
557.24,14,2,Oscar,Charlie,2020-12-29 23:03:30
172.19,3,4,David,Eva,2020-03-04 18:05:11
421.86,13,1,Nora,Bob,2020-12-03 10:47:36
724.76,1,16,Bob,Quinn,2020-04-30 06:50:42
17.95,3,16,David,Quinn,2020-08-05 06:12:21
58.94,8,18,Ivan,Steve,2020-11-15 23:24:54
891.26,19,10,Tina,Kyle,2020-02-02 05:26:48
448.30,11,2,Lily,Charlie,2020-06-30 03:32:54
933.33,10,18,Kyle,Steve,2020-04-10 22:11:44
558.67,10,16,Kyle,Quinn,2020-07-03 23:53:19
987.88,1,5,Bob,Frank,2020-04-29 21:06:37
709.70,3,8,David,Ivan,2020-07-11 05:48:21
640.15,3,13,David,Nora,2020-05-01 02:27:14
631.52,10,4,Kyle,Eva,2020-08-24 16:38:42
557.13,16,20,Quinn,Alice,2020-08-20 09:53:54
125.12,9,7,Julia,Hannah,2020-06-08 17:14:24
63.18,14,7,Oscar,Hannah,2020-06-16 10:14:36
390.37,5,18,Frank,Steve,2020-12-16 13:53:39
807.95,19,4,Tina,Eva,2020-05-15 19:04:06
643.70,16,12,Quinn,Mia,2020-11-18 11:38:41
98.35,16,13,Quinn,Nora,2020-01-30 01:18:45
559.60,11,17,Lily,Rachel,2020-11-30 13:52:04
511.22,4,16,Eva,Quinn,2020-01-23 05:27:47
684.37,3,20,David,Alice,2020-06-14 08:04:23
250.61,8,7,Ivan,Hannah,2020-12-20 08:43:28
375.28,19,20,Tina,Alice,2020-10-05 08:18:54
80.44,2,10,Charlie,Kyle,2020-05-28 00:17:03
942.27,1,9,Bob,Julia,2020-05-20 10:19:32
558.60,5,18,Frank,Steve,2020-07-19 14:35:59
486.16,3,16,David,Quinn,2020-12-03 20:36:00
361.33,11,20,Lily,Alice,2020-05-26 16:21:30
304.26,15,4,Paul,Eva,2020-07-19 10:44:04
186.17,6,10,Grace,Kyle,2020-12-25 22:05:19
622.67,2,5,Charlie,Frank,2020-09-28 16:01:37
453.53,3,4,David,Eva,2020-03-31 13:37:42
370.18,9,20,Julia,Alice,2020-07-13 05:43:24
772.95,11,19,Lily,Tina,2020-11-18 15:26:17
661.21,2,5,Charlie,Frank,2020-12-09 05:07:33
732.49,20,4,Alice,Eva,2020-09-09 23:43:42
61.70,19,5,Tina,Frank,2020-02-25 14:36:28
869.30,1,5,Bob,Frank,2020-05-20 20:36:46
625.93,11,14,Lily,Oscar,2020-04-09 09:03:53
879.33,9,1,Julia,Bob,2020-04-08 18:45:12
70.09,9,9,Julia,Julia,2020-06-20 10:04:40
742.96,11,16,Lily,Quinn,2020-05-23 03:10:29
341.08,7,20,Hannah,Alice,2020-04-24 09:44:30
836.01,9,16,Julia,Quinn,2020-02-22 18:27:56
363.06,15,19,Paul,Tina,2020-11-02 23:19:12
193.12,2,3,Charlie,David,2020-08-11 06:45:09
6.82,15,8,Paul,Ivan,2020-02-27 09:10:52
289.29,18,10,Steve,Kyle,2020-11-05 23:23:16
56.10,5,9,Frank,Julia,2020-11-30 13:27:19
473.27,17,20,Rachel,Alice,2020-02-17 22:02:40
773.89,6,1,Grace,Bob,2020-02-20 09:21:19
249.54,14,2,Oscar,Charlie,2020-11-28 04:56:36
922.42,12,16,Mia,Quinn,2020-07-15 03:09:28
453.16,11,11,Lily,Lily,2020-01-06 05:45:45
994.98,13,7,Nora,Hannah,2020-03-02 16:23:40
841.81,10,7,Kyle,Hannah,2020-10-19 10:09:26
13.10,6,1,Grace,Bob,2020-10-16 06:04:10
427.51,8,12,Ivan,Mia,2020-08-23 11:46:45
656.43,13,4,Nora,Eva,2020-09-11 20:22:23
205.78,10,19,Kyle,Tina,2020-08-20 07:59:52
886.88,2,3,Charlie,David,2020-02-07 02:00:19
433.81,1,6,Bob,Grace,2020-05-08 03:04:55
293.20,16,14,Quinn,Oscar,2020-06-01 00:31:32
43.60,20,7,Alice,Hannah,2020-11-30 16:43:38
191.96,14,1,Oscar,Bob,2020-03-06 19:08:04
641.69,18,1,Steve,Bob,2020-10-26 19:03:45
809.31,5,15,Frank,Paul,2020-11-01 03:55:38
709.52,7,4,Hannah,Eva,2020-10-03 08:01:09
250.83,8,3,Ivan,David,2020-12-27 04:29:00
519.20,7,1,Hannah,Bob,2020-12-14 15:26:53
301.02,20,1,Alice,Bob,2020-03-04 05:36:09
403.45,8,8,Ivan,Ivan,2020-09-12 14:39:28
414.81,18,2,Steve,Charlie,2020-07-18 03:53:56
775.34,13,5,Nora,Frank,2020-04-12 17:33:34
466.58,7,7,Hannah,Hannah,2020-05-15 21:44:09
249.35,1,2,Bob,Charlie,2020-07-27 06:26:55
517.79,17,15,Rachel,Paul,2020-06-30 06:25:26
141.95,20,19,Alice,Tina,2020-09-27 15:52:45
758.52,1,1,Bob,Bob,2020-11-23 19:31:08
228.04,5,14,Frank,Oscar,2020-06-21 13:04:20
651.10,3,1,David,Bob,2020-06-28 00:33:38
895.59,10,20,Kyle,Alice,2020-09-19 07:12:13
464.60,5,6,Frank,Grace,2020-04-02 04:04:55
871.65,3,5,David,Frank,2020-02-27 05:20:02
785.54,4,17,Eva,Rachel,2020-08-06 23:51:54
322.45,15,4,Paul,Eva,2020-08-15 08:59:38
230.98,19,19,Tina,Tina,2020-12-09 14:20:57
731.85,4,5,Eva,Frank,2020-06-04 12:59:47
922.63,11,10,Lily,Kyle,2020-07-22 09:44:37
891.80,15,11,Paul,Lily,2020-01-04 20:28:00
994.32,17,10,Rachel,Kyle,2020-01-28 03:57:06
67.23,18,3,Steve,David,2020-09-04 05:47:21
227.61,17,12,Rachel,Mia,2020-08-23 16:12:16
898.45,12,3,Mia,David,2020-04-30 03:23:25
976.02,8,15,Ivan,Paul,2020-07-16 02:14:44
54.54,11,12,Lily,Mia,2020-07-10 10:03:00
35.31,1,2,Bob,Charlie,2020-02-29 02:58:16
814.92,5,7,Frank,Hannah,2020-12-25 21:41:20
148.37,19,20,Tina,Alice,2020-04-14 18:55:24
232.71,8,17,Ivan,Rachel,2020-02-16 08:14:04
552.78,10,7,Kyle,Hannah,2020-04-16 07:34:13
808.06,2,2,Charlie,Charlie,2020-04-28 11:04:23
262.89,2,12,Charlie,Mia,2020-12-02 22:21:22
646.54,7,1,Hannah,Bob,2020-03-10 13:45:10
724.67,17,20,Rachel,Alice,2020-08-26 18:32:13
685.05,19,9,Tina,Julia,2020-12-06 10:41:39
445.53,15,8,Paul,Ivan,2020-06-17 08:26:04
377.38,20,11,Alice,Lily,2020-07-16 00:30:53
838.17,6,14,Grace,Oscar,2020-01-18 03:23:08
925.71,4,15,Eva,Paul,2020-09-14 16:42:44
933.08,8,3,Ivan,David,2020-02-08 12:20:11
617.00,4,5,Eva,Frank,2020-07-12 22:44:03
732.24,7,15,Hannah,Paul,2020-06-06 05:34:07
335.14,1,4,Bob,Eva,2020-08-30 23:53:30
819.54,20,3,Alice,David,2020-12-14 22:54:32
212.05,3,13,David,Nora,2020-01-13 02:23:10
846.33,16,19,Quinn,Tina,2020-08-12 21:27:00
83.34,17,1,Rachel,Bob,2020-02-12 02:18:30
142.22,8,16,Ivan,Quinn,2020-04-30 19:25:51
899.79,16,14,Quinn,Oscar,2020-07-07 14:24:14
824.90,20,16,Alice,Quinn,2020-05-25 12:45:04
619.52,4,17,Eva,Rachel,2020-09-19 13:06:05
571.72,19,8,Tina,Ivan,2020-06-06 06:25:28
104.85,19,7,Tina,Hannah,2020-12-01 21:25:57
8.83,9,18,Julia,Steve,2020-01-04 07:14:27
918.32,11,10,Lily,Kyle,2020-07-31 01:14:24
817.26,19,1,Tina,Bob,2020-05-26 03:58:37
283.18,5,19,Frank,Tina,2020-03-13 02:08:09
968.58,13,18,Nora,Steve,2020-10-20 22:23:46
433.92,2,3,Charlie,David,2020-09-18 21:45:26
736.78,4,7,Eva,Hannah,2020-05-10 06:24:01
109.31,7,5,Hannah,Frank,2020-11-24 22:13:41
478.20,9,2,Julia,Charlie,2020-12-30 11:22:31
469.24,13,4,Nora,Eva,2020-07-10 08:29:11
742.99,12,8,Mia,Ivan,2020-03-30 07:20:37
985.18,6,14,Grace,Oscar,2020-12-16 11:30:18
168.31,5,3,Frank,David,2020-09-23 06:19:23
49.92,12,3,Mia,David,2020-07-09 11:44:43
872.66,4,3,Eva,David,2020-10-21 09:03:25
507.86,20,4,Alice,Eva,2020-01-17 08:00:43
65.25,1,9,Bob,Julia,2020-09-20 12:07:09
323.11,8,3,Ivan,David,2020-10-08 02:44:11
541.60,4,3,Eva,David,2020-02-20 22:21:12
954.31,3,10,David,Kyle,2020-05-07 11:32:00
27.20,7,12,Hannah,Mia,2020-08-07 18:15:04
62.07,8,20,Ivan,Alice,2020-02-09 09:54:02
915.93,4,9,Eva,Julia,2020-05-17 00:23:37
328.29,7,18,Hannah,Steve,2020-01-25 07:59:34
938.24,4,6,Eva,Grace,2020-01-03 09:18:52
781.33,10,13,Kyle,Nora,2020-07-17 22:00:43
993.08,18,11,Steve,Lily,2020-03-16 23:56:43
997.41,4,8,Eva,Ivan,2020-08-31 16:15:35
221.35,11,15,Lily,Paul,2020-12-25 18:57:17
681.63,4,1,Eva,Bob,2020-12-16 11:33:22
392.71,14,4,Oscar,Eva,2020-09-23 18:55:53
605.31,10,17,Kyle,Rachel,2020-09-01 21:48:31
923.10,7,15,Hannah,Paul,2020-03-23 08:54:46
134.96,3,16,David,Quinn,2020-10-25 14:02:52
373.16,11,4,Lily,Eva,2020-09-01 20:09:55
312.07,5,14,Frank,Oscar,2020-08-11 03:32:48
428.71,9,8,Julia,Ivan,2020-06-26 09:33:41
816.68,1,12,Bob,Mia,2020-11-09 08:02:10
321.09,15,20,Paul,Alice,2020-03-07 21:59:52
55.19,2,6,Charlie,Grace,2020-10-22 18:17:50
510.97,10,9,Kyle,Julia,2020-09-05 02:44:11
498.19,19,1,Tina,Bob,2020-03-01 03:10:42
809.13,15,16,Paul,Quinn,2020-10-06 10:33:25
378.97,2,1,Charlie,Bob,2020-04-19 17:31:40
744.32,14,7,Oscar,Hannah,2020-08-27 21:21:38
329.39,12,2,Mia,Charlie,2020-07-09 14:29:36
288.38,20,5,Alice,Frank,2020-10-08 20:04:52
536.10,8,6,Ivan,Grace,2020-01-02 11:22:21
581.89,2,20,Charlie,Alice,2020-12-17 22:27:48
646.59,6,14,Grace,Oscar,2020-07-22 05:34:40
690.76,9,10,Julia,Kyle,2020-10-25 16:16:27
725.32,16,13,Quinn,Nora,2020-12-03 01:18:01
297.13,2,11,Charlie,Lily,2020-12-09 04:03:17
891.70,3,4,David,Eva,2020-05-18 14:02:38
656.57,13,10,Nora,Kyle,2020-04-24 16:24:02
814.20,10,1,Kyle,Bob,2020-08-12 17:53:22
281.84,7,10,Hannah,Kyle,2020-01-15 05:48:53
