amount,from_user_id,to_user_id,from_name,to_name,created_at
56.22,14,16,Oscar,Quinn,2021-08-26 14:36:17
263.28,8,10,Ivan,Kyle,2021-07-29 13:24:54
648.20,8,8,Ivan,Ivan,2021-04-17 09:48:35
745.56,1,4,Bob,Eva,2021-06-28 20:03:22
997.07,11,8,Lily,Ivan,2021-07-05 15:02:09
532.29,20,5,Alice,Frank,2021-06-26 13:40:34
236.47,11,9,Lily,Julia,2021-12-15 16:41:32
922.95,20,19,Alice,Tina,2021-01-20 23:49:43
562.86,11,9,Lily,Julia,2021-12-14 18:11:29
391.78,20,9,Alice,Julia,2021-11-23 04:54:58
272.40,8,14,Ivan,Oscar,2021-10-29 12:40:20
908.89,11,20,Lily,Alice,2021-01-31 09:38:01
881.66,17,8,Rachel,Ivan,2021-12-07 04:25:48
136.54,6,7,Grace,Hannah,2021-04-26 12:30:33
240.70,4,9,Eva,Julia,2021-01-30 09:06:50
564.71,10,3,Kyle,David,2021-11-07 13:08:35
112.26,12,17,Mia,Rachel,2021-07-12 11:02:07
789.17,14,7,Oscar,Hannah,2021-10-31 06:02:23
982.36,12,9,Mia,Julia,2021-01-31 07:03:00
770.90,7,1,Hannah,Bob,2021-10-10 20:38:57
534.48,2,17,Charlie,Rachel,2021-09-06 15:08:44
127.82,5,6,Frank,Grace,2021-01-26 16:44:54
195.03,7,1,Hannah,Bob,2021-06-11 22:05:29
984.07,7,5,Hannah,Frank,2021-11-21 05:49:39
738.79,2,4,Charlie,Eva,2021-07-10 16:22:15
994.79,6,13,Grace,Nora,2021-04-01 05:50:07
954.58,1,19,Bob,Tina,2021-08-30 18:05:32
561.19,9,2,Julia,Charlie,2021-02-01 13:30:10
829.22,12,16,Mia,Quinn,2021-05-05 15:46:50
405.33,8,19,Ivan,Tina,2021-02-04 05:30:21
240.75,5,6,Frank,Grace,2021-06-23 01:05:29
82.69,13,20,Nora,Alice,2021-01-23 05:47:19
478.72,13,8,Nora,Ivan,2021-04-27 09:06:43
365.46,13,9,Nora,Julia,2021-11-19 07:26:34
570.65,5,12,Frank,Mia,2021-09-19 09:21:43
987.36,8,13,Ivan,Nora,2021-10-01 04:32:18
430.38,13,20,Nora,Alice,2021-12-09 04:03:44
884.00,8,2,Ivan,Charlie,2021-03-25 11:10:36
118.44,10,4,Kyle,Eva,2021-03-29 13:48:29
846.40,5,3,Frank,David,2021-11-25 09:04:53
619.30,19,17,Tina,Rachel,2021-03-29 16:20:17
632.83,4,11,Eva,Lily,2021-01-19 19:48:45
840.20,17,12,Rachel,Mia,2021-09-05 18:07:25
340.10,12,8,Mia,Ivan,2021-12-18 06:07:35
345.10,1,10,Bob,Kyle,2021-08-23 08:27:42
153.98,2,8,Charlie,Ivan,2021-06-21 22:25:54
842.87,19,15,Tina,Paul,2021-05-28 06:42:19
801.48,7,5,Hannah,Frank,2021-05-04 05:13:57
561.36,16,12,Quinn,Mia,2021-08-12 07:10:30
651.45,7,18,Hannah,Steve,2021-04-24 18:59:38
976.28,4,17,Eva,Rachel,2021-04-09 12:54:38
226.56,3,20,David,Alice,2021-03-19 17:20:49
261.03,13,3,Nora,David,2021-07-29 10:03:41
414.07,4,5,Eva,Frank,2021-04-02 19:06:31
714.01,5,20,Frank,Alice,2021-06-03 19:04:46
588.69,14,5,Oscar,Frank,2021-09-09 22:01:20
235.48,16,14,Quinn,Oscar,2021-09-09 08:04:18
663.52,7,6,Hannah,Grace,2021-06-18 15:45:03
597.84,8,19,Ivan,Tina,2021-07-11 12:16:06
469.39,5,15,Frank,Paul,2021-02-21 10:17:36
745.26,5,1,Frank,Bob,2021-05-20 20:10:59
434.50,7,14,Hannah,Oscar,2021-04-17 05:15:50
474.08,15,18,Paul,Steve,2021-12-14 05:56:44
224.80,1,12,Bob,Mia,2021-11-29 19:21:07
533.01,6,18,Grace,Steve,2021-02-13 09:47:13
71.89,5,1,Frank,Bob,2021-01-30 10:31:08
270.50,15,15,Paul,Paul,2021-12-28 00:49:44
770.21,12,16,Mia,Quinn,2021-01-17 11:30:43
141.22,4,14,Eva,Oscar,2021-07-17 13:16:23
433.65,11,19,Lily,Tina,2021-12-25 23:15:22
793.00,12,7,Mia,Hannah,2021-03-03 10:08:22
683.08,3,17,David,Rachel,2021-10-13 09:57:36
475.29,3,4,David,Eva,2021-09-17 17:25:38
124.32,12,9,Mia,Julia,2021-03-03 03:17:41
531.12,19,14,Tina,Oscar,2021-05-01 12:27:40
308.51,18,3,Steve,David,2021-04-09 04:53:25
910.62,13,13,Nora,Nora,2021-10-01 13:27:46
595.42,5,18,Frank,Steve,2021-03-15 11:04:36
669.46,1,6,Bob,Grace,2021-06-27 00:52:48
475.08,5,18,Frank,Steve,2021-07-27 21:44:38
465.28,9,1,Julia,Bob,2021-03-12 17:42:02
78.83,6,3,Grace,David,2021-12-09 00:10:49
596.97,4,4,Eva,Eva,2021-04-09 21:13:03
224.26,8,8,Ivan,Ivan,2021-12-24 12:51:44
60.70,12,16,Mia,Quinn,2021-06-28 02:15:55
486.31,20,10,Alice,Kyle,2021-01-30 06:54:09
500.89,19,7,Tina,Hannah,2021-06-26 06:27:15
764.49,7,10,Hannah,Kyle,2021-06-15 22:38:19
163.75,17,5,Rachel,Frank,2021-07-15 20:12:00
541.74,2,3,Charlie,David,2021-03-01 23:26:25
81.63,2,18,Charlie,Steve,2021-07-08 21:02:01
114.91,6,5,Grace,Frank,2021-02-23 11:28:03
336.59,4,3,Eva,David,2021-10-23 18:32:51
488.54,14,20,Oscar,Alice,2021-02-20 09:00:23
36.69,8,19,Ivan,Tina,2021-12-28 17:13:37
958.26,1,6,Bob,Grace,2021-10-14 15:20:25
766.44,5,12,Frank,Mia,2021-12-30 21:14:02
572.28,16,15,Quinn,Paul,2021-01-08 15:58:33
707.11,1,5,Bob,Frank,2021-11-15 05:46:20
954.94,11,14,Lily,Oscar,2021-11-10 19:51:57
176.03,18,4,Steve,Eva,2021-06-01 03:23:22
577.60,11,10,Lily,Kyle,2021-05-09 16:14:12
841.65,20,14,Alice,Oscar,2021-08-05 15:30:57
401.24,19,8,Tina,Ivan,2021-05-17 14:52:34
246.41,15,5,Paul,Frank,2021-07-29 03:47:32
235.77,17,11,Rachel,Lily,2021-03-06 16:32:20
362.65,20,14,Alice,Oscar,2021-10-16 07:51:01
469.24,4,15,Eva,Paul,2021-05-07 12:24:25
258.35,9,1,Julia,Bob,2021-04-27 19:25:09
391.26,13,20,Nora,Alice,2021-05-10 12:04:20
19.12,20,15,Alice,Paul,2021-10-09 19:02:47
742.22,12,17,Mia,Rachel,2021-08-01 07:57:27
529.74,4,8,Eva,Ivan,2021-12-29 14:28:05
205.10,4,4,Eva,Eva,2021-07-15 19:47:06
894.88,6,15,Grace,Paul,2021-03-29 05:52:22
777.41,14,15,Oscar,Paul,2021-09-30 07:43:32
683.44,17,19,Rachel,Tina,2021-03-29 19:54:52
929.42,16,20,Quinn,Alice,2021-02-15 23:41:16
403.19,1,8,Bob,Ivan,2021-06-22 13:55:53
58.27,16,17,Quinn,Rachel,2021-04-05 01:38:04
912.61,5,19,Frank,Tina,2021-10-29 22:44:47
673.65,4,15,Eva,Paul,2021-07-20 03:59:40
340.65,6,14,Grace,Oscar,2021-08-06 13:25:46
951.91,9,3,Julia,David,2021-12-24 22:46:54
287.11,9,18,Julia,Steve,2021-10-24 13:27:04
155.88,17,2,Rachel,Charlie,2021-07-10 14:22:25
295.01,5,8,Frank,Ivan,2021-08-04 09:11:56
143.41,7,14,Hannah,Oscar,2021-12-21 23:06:14
383.47,12,4,Mia,Eva,2021-11-23 05:49:38
960.91,15,7,Paul,Hannah,2021-02-20 17:27:13
893.61,20,5,Alice,Frank,2021-12-18 10:59:48
703.40,8,15,Ivan,Paul,2021-10-29 02:26:18
698.63,7,19,Hannah,Tina,2021-04-26 04:39:49
442.41,16,13,Quinn,Nora,2021-03-12 23:04:44
576.43,8,11,Ivan,Lily,2021-09-19 17:27:10
251.76,15,12,Paul,Mia,2021-06-09 04:20:51
984.90,10,3,Kyle,David,2021-04-21 01:35:02
643.21,17,4,Rachel,Eva,2021-04-01 06:47:19
6.45,18,3,Steve,David,2021-12-11 23:15:03
838.14,1,9,Bob,Julia,2021-04-22 01:30:31
10.27,17,4,Rachel,Eva,2021-03-25 05:24:42
323.23,15,17,Paul,Rachel,2021-11-11 08:42:32
711.47,15,8,Paul,Ivan,2021-07-11 05:42:52
190.07,8,1,Ivan,Bob,2021-11-04 11:17:56
244.09,9,19,Julia,Tina,2021-12-21 03:09:06
794.74,20,5,Alice,Frank,2021-09-08 13:24:45
982.78,17,5,Rachel,Frank,2021-01-01 02:21:29
252.14,12,14,Mia,Oscar,2021-12-13 03:52:27
953.32,7,17,Hannah,Rachel,2021-11-25 20:07:17
554.72,17,17,Rachel,Rachel,2021-04-29 10:54:58
472.81,4,5,Eva,Frank,2021-03-19 18:14:30
724.45,2,14,Charlie,Oscar,2021-02-08 22:06:07
889.32,17,19,Rachel,Tina,2021-12-10 10:18:48
813.09,18,5,Steve,Frank,2021-05-10 22:30:27
117.42,18,20,Steve,Alice,2021-12-08 18:58:40
856.19,14,20,Oscar,Alice,2021-07-29 17:12:55
712.31,11,15,Lily,Paul,2021-10-28 05:45:42
262.74,4,13,Eva,Nora,2021-03-25 11:05:31
295.63,10,12,Kyle,Mia,2021-03-23 11:16:21
647.56,20,1,Alice,Bob,2021-09-06 00:59:54
554.54,15,14,Paul,Oscar,2021-12-22 20:33:32
284.99,15,16,Paul,Quinn,2021-02-25 15:28:21
18.80,1,19,Bob,Tina,2021-03-25 01:53:04
