amount,from_user_id,to_user_id,from_name,to_name,created_at
168.81,17,5,Rachel,Frank,2022-09-14 02:46:15
679.98,11,16,Lily,Quinn,2022-01-24 16:55:39
725.30,13,2,Nora,Charlie,2022-06-24 16:31:26
928.72,13,12,Nora,Mia,2022-04-07 01:51:46
220.24,2,18,Charlie,Steve,2022-06-19 23:15:55
527.56,12,18,Mia,Steve,2022-04-06 15:24:33
481.36,7,5,Hannah,Frank,2022-10-09 02:40:38
480.98,18,3,Steve,David,2022-08-17 22:41:15
812.21,9,13,Julia,Nora,2022-02-04 12:16:54
497.25,18,1,Steve,Bob,2022-10-22 13:00:58
108.67,1,18,Bob,Steve,2022-10-10 14:12:18
84.58,13,5,Nora,Frank,2022-07-16 06:12:28
344.21,20,14,Alice,Oscar,2022-10-25 00:49:17
393.78,1,7,Bob,Hannah,2022-11-10 03:59:28
965.51,7,11,Hannah,Lily,2022-10-11 01:26:14
94.51,2,20,Charlie,Alice,2022-09-12 18:29:50
696.36,1,6,Bob,Grace,2022-01-21 13:43:54
144.86,14,6,Oscar,Grace,2022-09-20 17:11:41
984.86,20,11,Alice,Lily,2022-05-23 09:45:15
91.67,14,6,Oscar,Grace,2022-08-01 20:17:18
341.43,6,6,Grace,Grace,2022-10-29 06:22:35
102.08,3,15,David,Paul,2022-02-18 22:53:14
843.24,4,9,Eva,Julia,2022-09-20 09:01:40
851.12,17,11,Rachel,Lily,2022-06-11 18:39:01
445.32,19,4,Tina,Eva,2022-05-18 01:14:12
603.47,13,4,Nora,Eva,2022-11-03 04:07:27
762.33,3,10,David,Kyle,2022-04-13 13:14:23
789.08,10,20,Kyle,Alice,2022-12-21 21:20:41
362.82,18,20,Steve,Alice,2022-10-31 18:38:03
161.75,4,7,Eva,Hannah,2022-11-03 09:01:24
788.52,17,14,Rachel,Oscar,2022-01-05 22:42:36
27.61,13,7,Nora,Hannah,2022-12-12 22:31:30
596.56,7,20,Hannah,Alice,2022-03-12 18:20:19
757.07,9,7,Julia,Hannah,2022-07-16 05:48:34
71.04,10,15,Kyle,Paul,2022-02-21 20:06:55
772.06,19,16,Tina,Quinn,2022-01-19 21:18:37
298.94,6,10,Grace,Kyle,2022-01-03 15:54:22
950.56,13,20,Nora,Alice,2022-12-14 13:49:03
295.60,19,6,Tina,Grace,2022-02-24 16:49:09
218.89,19,8,Tina,Ivan,2022-02-20 07:42:38
441.75,11,9,Lily,Julia,2022-08-31 22:35:13
766.16,8,7,Ivan,Hannah,2022-07-20 13:11:53
215.27,10,8,Kyle,Ivan,2022-04-17 00:06:14
967.89,14,20,Oscar,Alice,2022-07-02 12:08:39
284.44,1,8,Bob,Ivan,2022-07-09 20:46:16
764.40,11,10,Lily,Kyle,2022-11-13 18:54:05
116.33,4,3,Eva,David,2022-03-26 13:03:49
740.40,20,6,Alice,Grace,2022-06-11 17:25:01
369.84,6,15,Grace,Paul,2022-03-12 19:53:44
848.85,2,3,Charlie,David,2022-04-13 16:13:59
920.68,5,19,Frank,Tina,2022-01-10 09:40:33
684.70,7,12,Hannah,Mia,2022-10-21 17:37:22
853.10,8,20,Ivan,Alice,2022-09-06 08:06:03
955.25,16,11,Quinn,Lily,2022-06-19 15:13:44
65.95,4,8,Eva,Ivan,2022-12-17 03:29:01
943.39,15,15,Paul,Paul,2022-11-12 07:45:33
513.61,5,3,Frank,David,2022-02-22 06:24:34
949.93,12,15,Mia,Paul,2022-04-03 08:23:26
404.29,20,4,Alice,Eva,2022-01-17 19:46:06
36.62,8,4,Ivan,Eva,2022-12-24 04:50:46
452.02,3,14,David,Oscar,2022-05-12 06:03:50
715.64,15,13,Paul,Nora,2022-12-23 21:54:11
53.25,11,4,Lily,Eva,2022-11-13 16:24:27
406.21,2,5,Charlie,Frank,2022-07-27 19:02:56
322.10,13,3,Nora,David,2022-03-07 08:33:14
91.80,4,19,Eva,Tina,2022-03-11 21:20:23
606.09,16,7,Quinn,Hannah,2022-12-26 20:21:56
541.08,19,5,Tina,Frank,2022-02-08 20:16:43
340.83,10,8,Kyle,Ivan,2022-09-02 19:55:19
166.06,16,8,Quinn,Ivan,2022-12-05 07:56:39
584.09,1,18,Bob,Steve,2022-08-30 21:18:26
567.28,15,16,Paul,Quinn,2022-08-23 11:00:03
710.08,20,10,Alice,Kyle,2022-08-24 17:28:22
835.30,4,16,Eva,Quinn,2022-09-01 17:16:51
59.64,14,4,Oscar,Eva,2022-02-23 04:03:15
758.25,4,5,Eva,Frank,2022-04-04 04:28:06
348.43,20,20,Alice,Alice,2022-06-14 20:03:21
767.10,14,14,Oscar,Oscar,2022-12-14 13:21:43
634.97,8,1,Ivan,Bob,2022-05-25 08:04:59
259.29,6,14,Grace,Oscar,2022-03-02 22:15:29
82.84,3,16,David,Quinn,2022-08-23 22:27:47
759.79,14,6,Oscar,Grace,2022-06-16 09:06:24
788.06,11,19,Lily,Tina,2022-06-14 17:27:22
595.69,15,17,Paul,Rachel,2022-04-29 16:23:02
891.79,11,15,Lily,Paul,2022-03-10 08:25:13
308.59,12,10,Mia,Kyle,2022-11-20 20:25:55
2.45,1,6,Bob,Grace,2022-01-13 12:31:52
994.19,15,5,Paul,Frank,2022-01-19 02:44:12
466.22,16,11,Quinn,Lily,2022-07-08 22:23:09
846.21,15,15,Paul,Paul,2022-11-02 17:13:43
165.18,1,9,Bob,Julia,2022-09-12 08:22:34
488.22,11,12,Lily,Mia,2022-02-11 16:00:07
552.08,8,1,Ivan,Bob,2022-06-08 11:08:15
874.56,20,7,Alice,Hannah,2022-12-16 05:17:01
450.23,13,10,Nora,Kyle,2022-10-05 17:12:28
740.23,2,9,Charlie,Julia,2022-11-12 12:00:54
792.35,11,20,Lily,Alice,2022-09-26 15:53:45
332.52,18,7,Steve,Hannah,2022-11-18 01:35:53
250.65,9,19,Julia,Tina,2022-07-10 01:34:07
961.85,5,10,Frank,Kyle,2022-04-22 17:55:39
984.85,8,14,Ivan,Oscar,2022-03-26 15:12:13
27.78,1,11,Bob,Lily,2022-03-01 11:11:14
383.23,16,4,Quinn,Eva,2022-08-23 10:09:10
506.49,6,14,Grace,Oscar,2022-01-04 22:29:32
904.21,13,14,Nora,Oscar,2022-08-23 21:21:39
438.11,16,13,Quinn,Nora,2022-08-24 10:03:04
433.40,10,13,Kyle,Nora,2022-03-22 21:54:49
492.57,5,15,Frank,Paul,2022-12-20 23:15:56
740.62,12,20,Mia,Alice,2022-09-30 23:04:16
354.78,19,4,Tina,Eva,2022-08-18 04:25:00
516.05,7,1,Hannah,Bob,2022-08-04 12:48:52
576.48,6,5,Grace,Frank,2022-04-17 23:08:36
253.90,9,3,Julia,David,2022-10-06 16:51:36
488.77,5,18,Frank,Steve,2022-03-09 10:37:15
998.28,18,2,Steve,Charlie,2022-02-04 21:26:40
994.43,7,7,Hannah,Hannah,2022-09-14 04:30:26
919.47,8,3,Ivan,David,2022-10-28 12:07:01
214.73,20,17,Alice,Rachel,2022-08-20 05:49:47
471.39,5,14,Frank,Oscar,2022-07-09 20:38:13
937.92,18,20,Steve,Alice,2022-07-03 13:26:09
406.64,13,3,Nora,David,2022-05-23 11:51:10
240.14,7,18,Hannah,Steve,2022-09-20 11:47:32
910.27,1,2,Bob,Charlie,2022-10-06 06:49:03
810.03,13,14,Nora,Oscar,2022-06-05 05:29:29
898.57,12,11,Mia,Lily,2022-04-06 15:48:44
442.57,1,16,Bob,Quinn,2022-03-24 15:29:53
658.76,11,4,Lily,Eva,2022-12-26 23:51:14
877.39,17,8,Rachel,Ivan,2022-10-22 23:50:19
483.32,15,15,Paul,Paul,2022-08-15 14:21:41
647.88,7,3,Hannah,David,2022-05-26 09:51:28
486.55,2,18,Charlie,Steve,2022-10-11 04:30:46
521.46,19,3,Tina,David,2022-07-25 16:17:22
981.51,3,6,David,Grace,2022-12-27 06:16:29
911.44,1,11,Bob,Lily,2022-06-05 16:57:25
619.53,9,5,Julia,Frank,2022-04-25 12:45:23
364.41,16,7,Quinn,Hannah,2022-08-01 02:18:55
260.18,2,3,Charlie,David,2022-09-13 05:07:14
868.68,14,11,Oscar,Lily,2022-10-20 02:36:18
722.40,20,5,Alice,Frank,2022-11-23 12:29:38
870.46,13,1,Nora,Bob,2022-03-05 11:21:09
621.57,13,6,Nora,Grace,2022-07-21 04:33:47
421.41,1,12,Bob,Mia,2022-01-06 20:37:12
486.51,8,11,Ivan,Lily,2022-11-23 16:30:47
891.46,9,2,Julia,Charlie,2022-11-14 22:13:20
844.33,20,18,Alice,Steve,2022-07-14 00:16:56
362.25,20,2,Alice,Charlie,2022-10-28 19:12:26
507.52,7,11,Hannah,Lily,2022-06-19 03:12:37
479.28,7,19,Hannah,Tina,2022-05-03 10:33:50
37.11,5,4,Frank,Eva,2022-09-10 16:13:45
825.37,11,1,Lily,Bob,2022-10-24 23:09:57
726.53,1,2,Bob,Charlie,2022-10-26 19:06:08
194.81,18,8,Steve,Ivan,2022-08-26 14:51:47
771.74,4,17,Eva,Rachel,2022-07-12 07:03:01
90.99,2,6,Charlie,Grace,2022-06-16 18:18:31
681.95,15,20,Paul,Alice,2022-11-20 03:23:58
856.50,10,15,Kyle,Paul,2022-06-29 11:36:33
783.63,11,12,Lily,Mia,2022-05-02 08:14:29
509.06,16,4,Quinn,Eva,2022-06-26 02:50:07
202.63,19,8,Tina,Ivan,2022-01-25 00:48:58
459.33,2,4,Charlie,Eva,2022-11-07 05:14:05
461.79,16,2,Quinn,Charlie,2022-10-11 16:37:26
97.37,10,2,Kyle,Charlie,2022-12-13 14:04:42
169.61,20,6,Alice,Grace,2022-11-09 20:47:12
206.23,8,20,Ivan,Alice,2022-07-27 02:07:03
526.46,9,5,Julia,Frank,2022-10-27 09:42:03
725.68,19,15,Tina,Paul,2022-12-10 18:03:12
528.87,10,2,Kyle,Charlie,2022-03-26 02:57:40
22.85,4,19,Eva,Tina,2022-05-06 09:15:04
924.41,17,19,Rachel,Tina,2022-04-07 19:41:11
592.34,15,11,Paul,Lily,2022-10-24 00:36:50
566.01,6,6,Grace,Grace,2022-01-20 03:56:10
581.55,5,4,Frank,Eva,2022-02-21 01:57:35
919.49,20,4,Alice,Eva,2022-10-31 03:32:50
443.49,14,19,Oscar,Tina,2022-10-11 16:32:04
351.23,11,17,Lily,Rachel,2022-11-17 22:26:44
605.13,10,4,Kyle,Eva,2022-03-09 19:57:11
410.28,7,11,Hannah,Lily,2022-02-09 11:51:30
809.65,3,15,David,Paul,2022-11-22 02:51:09
683.09,15,1,Paul,Bob,2022-08-24 08:17:45
736.52,3,20,David,Alice,2022-07-06 19:47:48
905.57,7,10,Hannah,Kyle,2022-02-13 21:44:58
672.19,13,3,Nora,David,2022-12-14 03:51:22
577.05,20,19,Alice,Tina,2022-12-16 01:33:32
905.18,14,17,Oscar,Rachel,2022-03-27 04:11:57
528.96,18,16,Steve,Quinn,2022-07-16 17:36:18
128.26,6,1,Grace,Bob,2022-02-14 19:05:42
661.45,17,2,Rachel,Charlie,2022-12-17 21:10:59
324.91,11,11,Lily,Lily,2022-10-23 00:09:26
580.96,5,18,Frank,Steve,2022-11-13 14:37:57
303.45,12,13,Mia,Nora,2022-12-09 13:12:32
642.95,11,1,Lily,Bob,2022-01-14 17:05:27
775.40,19,13,Tina,Nora,2022-11-18 01:59:46
89.85,12,6,Mia,Grace,2022-01-10 10:13:39
176.89,17,3,Rachel,David,2022-12-24 01:07:17
415.22,14,12,Oscar,Mia,2022-07-17 21:11:41
357.44,7,2,Hannah,Charlie,2022-02-27 03:38:26
741.57,6,8,Grace,Ivan,2022-04-20 12:05:21
300.05,11,20,Lily,Alice,2022-08-01 07:51:56
12.37,13,3,Nora,David,2022-11-16 13:58:04
527.61,7,20,Hannah,Alice,2022-09-06 14:33:26
455.30,16,10,Quinn,Kyle,2022-09-07 01:48:19
139.70,7,9,Hannah,Julia,2022-01-23 19:37:47
777.27,14,16,Oscar,Quinn,2022-09-23 18:44:17
933.02,12,7,Mia,Hannah,2022-02-26 13:43:06
578.92,16,13,Quinn,Nora,2022-12-11 07:31:53
827.47,13,19,Nora,Tina,2022-04-15 11:03:48
590.17,18,10,Steve,Kyle,2022-10-18 07:14:36
985.17,7,15,Hannah,Paul,2022-11-30 08:00:36
298.14,2,8,Charlie,Ivan,2022-11-27 03:24:11
47.04,2,17,Charlie,Rachel,2022-08-11 16:35:51
138.08,3,9,David,Julia,2022-06-16 16:40:45
172.96,16,15,Quinn,Paul,2022-07-27 16:39:03
299.79,13,2,Nora,Charlie,2022-06-23 02:56:52
617.09,18,3,Steve,David,2022-06-24 09:20:12
640.76,9,14,Julia,Oscar,2022-12-14 10:11:25
607.96,11,2,Lily,Charlie,2022-04-25 08:30:48
549.79,20,6,Alice,Grace,2022-03-08 00:55:37
726.86,1,7,Bob,Hannah,2022-09-14 08:19:17
903.94,2,16,Charlie,Quinn,2022-09-29 00:10:11
373.03,4,19,Eva,Tina,2022-08-31 23:53:30
654.39,17,3,Rachel,David,2022-02-01 09:41:00
661.39,12,5,Mia,Frank,2022-10-25 16:55:24
481.43,4,2,Eva,Charlie,2022-05-27 14:42:04
566.94,6,13,Grace,Nora,2022-08-30 00:57:41
837.89,5,3,Frank,David,2022-08-22 12:58:21
303.07,16,2,Quinn,Charlie,2022-06-06 13:37:22
288.22,1,9,Bob,Julia,2022-03-29 15:21:41
775.64,1,15,Bob,Paul,2022-07-08 07:45:37
701.87,15,14,Paul,Oscar,2022-08-16 08:56:47
648.75,16,10,Quinn,Kyle,2022-04-21 03:45:13
83.08,8,15,Ivan,Paul,2022-08-01 21:11:13
413.98,5,19,Frank,Tina,2022-08-02 16:51:28
554.52,18,7,Steve,Hannah,2022-08-17 16:23:42
48.96,18,13,Steve,Nora,2022-08-06 13:03:27
58.46,3,18,David,Steve,2022-05-27 19:06:23
957.67,16,3,Quinn,David,2022-11-05 01:39:56
837.56,19,16,Tina,Quinn,2022-06-14 00:38:43
356.98,13,17,Nora,Rachel,2022-09-30 02:58:49
348.76,18,12,Steve,Mia,2022-11-15 18:39:59
204.74,17,19,Rachel,Tina,2022-12-17 09:28:16
107.73,7,7,Hannah,Hannah,2022-09-10 18:48:30
314.57,4,12,Eva,Mia,2022-03-07 16:20:02
910.91,9,10,Julia,Kyle,2022-05-11 02:00:55
598.78,2,9,Charlie,Julia,2022-08-15 18:59:51
827.99,17,17,Rachel,Rachel,2022-12-18 15:36:28
469.33,14,8,Oscar,Ivan,2022-09-13 11:48:07
202.73,1,2,Bob,Charlie,2022-10-16 00:33:16
302.68,3,7,David,Hannah,2022-07-29 09:41:23
308.60,5,18,Frank,Steve,2022-04-01 12:29:07
202.50,8,2,Ivan,Charlie,2022-08-05 16:22:43
123.79,16,7,Quinn,Hannah,2022-03-15 12:24:32
360.84,5,4,Frank,Eva,2022-01-08 14:15:17
422.84,14,15,Oscar,Paul,2022-08-19 02:51:49
949.26,3,20,David,Alice,2022-09-01 08:23:09
248.24,13,3,Nora,David,2022-10-04 14:15:21
897.53,18,1,Steve,Bob,2022-09-27 10:50:07
243.26,8,10,Ivan,Kyle,2022-01-26 14:43:23
121.76,14,6,Oscar,Grace,2022-07-31 09:21:30
348.57,4,17,Eva,Rachel,2022-06-10 23:15:21
149.05,3,6,David,Grace,2022-10-13 05:00:53
396.21,13,13,Nora,Nora,2022-08-13 12:24:23
764.90,6,15,Grace,Paul,2022-09-23 22:11:48
574.16,4,13,Eva,Nora,2022-08-23 00:53:33
932.41,1,5,Bob,Frank,2022-01-25 10:55:03
3.11,17,6,Rachel,Grace,2022-11-04 00:26:08
57.17,18,15,Steve,Paul,2022-02-08 20:51:14
497.03,14,11,Oscar,Lily,2022-06-19 01:50:39
497.10,16,15,Quinn,Paul,2022-07-16 15:28:31
230.86,16,5,Quinn,Frank,2022-02-19 07:59:28
806.33,10,19,Kyle,Tina,2022-05-08 02:54:17
389.00,15,14,Paul,Oscar,2022-05-16 06:06:48
0.03,3,17,David,Rachel,2022-03-06 15:36:55
576.28,14,16,Oscar,Quinn,2022-07-25 15:22:16
196.21,15,10,Paul,Kyle,2022-03-04 07:41:34
623.95,19,12,Tina,Mia,2022-11-10 16:36:24
233.38,13,8,Nora,Ivan,2022-07-08 18:26:14
100.78,16,6,Quinn,Grace,2022-06-02 21:15:57
440.45,17,4,Rachel,Eva,2022-04-04 09:02:09
623.85,20,20,Alice,Alice,2022-09-22 04:11:53
397.09,11,14,Lily,Oscar,2022-06-19 07:45:24
753.23,11,16,Lily,Quinn,2022-04-12 21:37:00
968.54,13,15,Nora,Paul,2022-08-29 02:30:07
704.88,10,19,Kyle,Tina,2022-12-27 06:18:33
61.19,9,10,Julia,Kyle,2022-03-14 08:48:37
893.08,11,18,Lily,Steve,2022-04-28 03:55:15
528.27,12,12,Mia,Mia,2022-02-20 23:38:09
262.36,19,4,Tina,Eva,2022-02-16 14:35:43
886.97,6,6,Grace,Grace,2022-01-10 22:40:10
272.74,15,6,Paul,Grace,2022-11-17 06:11:37
526.29,12,4,Mia,Eva,2022-12-07 09:51:42
179.96,5,19,Frank,Tina,2022-08-14 00:12:16
439.89,18,17,Steve,Rachel,2022-12-02 05:07:36
480.10,15,16,Paul,Quinn,2022-06-23 06:47:49
991.13,16,16,Quinn,Quinn,2022-12-20 22:29:12
769.16,6,11,Grace,Lily,2022-10-28 07:51:42
467.68,5,14,Frank,Oscar,2022-09-13 21:27:45
756.83,8,14,Ivan,Oscar,2022-08-01 22:22:27
156.29,19,2,Tina,Charlie,2022-12-26 19:18:14
34.25,9,6,Julia,Grace,2022-04-26 10:54:09
745.44,20,8,Alice,Ivan,2022-06-08 15:15:08
966.42,9,18,Julia,Steve,2022-07-26 06:29:28
202.87,8,17,Ivan,Rachel,2022-08-29 03:27:13
513.39,13,15,Nora,Paul,2022-06-26 09:19:06
170.86,1,10,Bob,Kyle,2022-12-25 16:21:45
765.85,3,3,David,David,2022-08-08 05:03:26
851.68,15,10,Paul,Kyle,2022-10-11 21:56:07
956.15,20,18,Alice,Steve,2022-04-04 09:16:23
703.26,11,14,Lily,Oscar,2022-08-09 16:47:18
652.65,10,4,Kyle,Eva,2022-07-24 14:38:04
385.71,20,18,Alice,Steve,2022-01-01 17:07:49
512.63,16,16,Quinn,Quinn,2022-05-27 12:05:49
736.19,19,17,Tina,Rachel,2022-10-08 22:20:58
351.02,10,19,Kyle,Tina,2022-04-10 16:57:11
178.80,10,19,Kyle,Tina,2022-12-13 01:54:48
113.20,15,16,Paul,Quinn,2022-05-21 18:22:41
975.23,4,5,Eva,Frank,2022-04-07 00:38:14
614.93,20,5,Alice,Frank,2022-12-12 04:57:41
188.29,7,10,Hannah,Kyle,2022-02-19 15:03:36
22.60,20,19,Alice,Tina,2022-08-25 20:32:13
429.88,4,19,Eva,Tina,2022-05-16 02:48:27
